"ACTION_DIRECTION","ACTION_SCORE","ACTION_TYPE","edge-label","EDGE_UNIQUE_SUID","EVIDENCE_CODE","INITIAL_SOURCE_NAME","INITIAL_TARGET_NAME","interaction","INTERACTION_TYPE","KappaScore","name","Regulates Source","Regulates Target","selected","shared interaction","shared name","SIGNUM","SOURCE_NAME","SOURCE_SYMBOL_NAME","TARGET_NAME","TARGET_SYMBOL_NAME","UNIQUE_ID"
"",,"","","29776","TAS","R-HSA:936440","7706","gene-term","R-HSA:936440",,"Negative%20regulators%20of%20DDX58/IFIH1%20signaling (gene-term) TRIM25","","","false","gene-term","Negative%20regulators%20of%20DDX58/IFIH1%20signaling (gene-term) TRIM25","","","","","","R-HSA:936440 (gene-term) 7706"
"",,"","","29773","TAS","R-HSA:936440","6233","gene-term","R-HSA:936440",,"Negative%20regulators%20of%20DDX58/IFIH1%20signaling (gene-term) RPS27A","","","false","gene-term","Negative%20regulators%20of%20DDX58/IFIH1%20signaling (gene-term) RPS27A","","","","","","R-HSA:936440 (gene-term) 6233"
"",,"","","29770","TAS","R-HSA:936440","57506","gene-term","R-HSA:936440",,"Negative%20regulators%20of%20DDX58/IFIH1%20signaling (gene-term) MAVS","","","false","gene-term","Negative%20regulators%20of%20DDX58/IFIH1%20signaling (gene-term) MAVS","","","","","","R-HSA:936440 (gene-term) 57506"
"",,"","","29767","TAS","R-HSA:936440","5094","gene-term","R-HSA:936440",,"Negative%20regulators%20of%20DDX58/IFIH1%20signaling (gene-term) PCBP2","","","false","gene-term","Negative%20regulators%20of%20DDX58/IFIH1%20signaling (gene-term) PCBP2","","","","","","R-HSA:936440 (gene-term) 5094"
"",,"","","29764","TAS","R-HSA:936440","1540","gene-term","R-HSA:936440",,"Negative%20regulators%20of%20DDX58/IFIH1%20signaling (gene-term) CYLD","","","false","gene-term","Negative%20regulators%20of%20DDX58/IFIH1%20signaling (gene-term) CYLD","","","","","","R-HSA:936440 (gene-term) 1540"
"",,"","","29758","is_a:","","","term-term","term-term","2.0","TRAF6 mediated NF-kB activation (term-term-ontology) DDX58/IFIH1-mediated induction of interferon-alpha/beta","POSITIVELY_REGULATES","","false","term-term","TRAF6 mediated NF-kB activation (term-term-ontology) DDX58/IFIH1-mediated induction of interferon-alpha/beta","+","","","","","R-HSA:933542 (term-term-ontology) R-HSA:168928"
"",,"","","29755","kappa:0.58","","","term-term","term-term","0.5835991743291399","TRAF6 mediated NF-kB activation (term-term) DDX58/IFIH1-mediated induction of interferon-alpha/beta","","","false","term-term","TRAF6 mediated NF-kB activation (term-term) DDX58/IFIH1-mediated induction of interferon-alpha/beta","+","","","","","R-HSA:933542 (term-term) R-HSA:168928"
"",,"","","29752","TAS","R-HSA:933542","7706","gene-term","R-HSA:933542",,"TRAF6%20mediated%20NF-kB%20activation (gene-term) TRIM25","","","false","gene-term","TRAF6%20mediated%20NF-kB%20activation (gene-term) TRIM25","","","","","","R-HSA:933542 (gene-term) 7706"
"",,"","","29749","TAS","R-HSA:933542","6283","gene-term","R-HSA:933542",,"TRAF6%20mediated%20NF-kB%20activation (gene-term) S100A12","","","false","gene-term","TRAF6%20mediated%20NF-kB%20activation (gene-term) S100A12","","","","","","R-HSA:933542 (gene-term) 6283"
"",,"","","29746","TAS","R-HSA:933542","5970","gene-term","R-HSA:933542",,"TRAF6%20mediated%20NF-kB%20activation (gene-term) RELA","","","false","gene-term","TRAF6%20mediated%20NF-kB%20activation (gene-term) RELA","","","","","","R-HSA:933542 (gene-term) 5970"
"",,"","","29743","TAS","R-HSA:933542","57506","gene-term","R-HSA:933542",,"TRAF6%20mediated%20NF-kB%20activation (gene-term) MAVS","","","false","gene-term","TRAF6%20mediated%20NF-kB%20activation (gene-term) MAVS","","","","","","R-HSA:933542 (gene-term) 57506"
"",,"","","29740","TAS","R-HSA:933542","4214","gene-term","R-HSA:933542",,"TRAF6%20mediated%20NF-kB%20activation (gene-term) MAP3K1","","","false","gene-term","TRAF6%20mediated%20NF-kB%20activation (gene-term) MAP3K1","","","","","","R-HSA:933542 (gene-term) 4214"
"",,"","","29446","is_a:","","","term-term","term-term","2.0","Interferon Signaling (term-term-ontology) Interferon gamma signaling","","POSITIVELY_REGULATES","false","term-term","Interferon Signaling (term-term-ontology) Interferon gamma signaling","+","","","","","R-HSA:913531 (term-term-ontology) R-HSA:877300"
"",,"","","29443","kappa:0.89","","","term-term","term-term","0.8895701247126042","Interferon Signaling (term-term) Interferon gamma signaling","","","false","term-term","Interferon Signaling (term-term) Interferon gamma signaling","+","","","","","R-HSA:913531 (term-term) R-HSA:877300"
"",,"","","29440","is_a:","","","term-term","term-term","2.0","Interferon Signaling (term-term-ontology) Cytokine Signaling in Immune system","POSITIVELY_REGULATES","","false","term-term","Interferon Signaling (term-term-ontology) Cytokine Signaling in Immune system","+","","","","","R-HSA:913531 (term-term-ontology) R-HSA:1280215"
"",,"","","29437","TAS","R-HSA:913531","960","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) CD44","","","false","gene-term","Interferon%20Signaling (gene-term) CD44","","","","","","R-HSA:913531 (gene-term) 960"
"",,"","","29434","TAS","R-HSA:913531","9246","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) UBE2L6","","","false","gene-term","Interferon%20Signaling (gene-term) UBE2L6","","","","","","R-HSA:913531 (gene-term) 9246"
"",,"","","29431","TAS","R-HSA:913531","818","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) CAMK2G","","","false","gene-term","Interferon%20Signaling (gene-term) CAMK2G","","","","","","R-HSA:913531 (gene-term) 818"
"",,"","","29428","TAS","R-HSA:913531","817","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) CAMK2D","","","false","gene-term","Interferon%20Signaling (gene-term) CAMK2D","","","","","","R-HSA:913531 (gene-term) 817"
"",,"","","29425","TAS","R-HSA:913531","816","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) CAMK2B","","","false","gene-term","Interferon%20Signaling (gene-term) CAMK2B","","","","","","R-HSA:913531 (gene-term) 816"
"",,"","","29422","TAS","R-HSA:913531","815","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) CAMK2A","","","false","gene-term","Interferon%20Signaling (gene-term) CAMK2A","","","","","","R-HSA:913531 (gene-term) 815"
"",,"","","29419","TAS","R-HSA:913531","7706","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) TRIM25","","","false","gene-term","Interferon%20Signaling (gene-term) TRIM25","","","","","","R-HSA:913531 (gene-term) 7706"
"",,"","","29416","TAS","R-HSA:913531","6233","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) RPS27A","","","false","gene-term","Interferon%20Signaling (gene-term) RPS27A","","","","","","R-HSA:913531 (gene-term) 6233"
"",,"","","29413","TAS","R-HSA:913531","5724","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) PTAFR","","","false","gene-term","Interferon%20Signaling (gene-term) PTAFR","","","","","","R-HSA:913531 (gene-term) 5724"
"",,"","","29410","TAS","R-HSA:913531","567","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) B2M","","","false","gene-term","Interferon%20Signaling (gene-term) B2M","","","","","","R-HSA:913531 (gene-term) 567"
"",,"","","29407","TAS","R-HSA:913531","5580","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) PRKCD","","","false","gene-term","Interferon%20Signaling (gene-term) PRKCD","","","","","","R-HSA:913531 (gene-term) 5580"
"",,"","","29404","TAS","R-HSA:913531","5371","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) PML","","","false","gene-term","Interferon%20Signaling (gene-term) PML","","","","","","R-HSA:913531 (gene-term) 5371"
"",,"","","29401","TAS","R-HSA:913531","4928","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) NUP98","","","false","gene-term","Interferon%20Signaling (gene-term) NUP98","","","","","","R-HSA:913531 (gene-term) 4928"
"",,"","","29398","TAS","R-HSA:913531","3840","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) KPNA4","","","false","gene-term","Interferon%20Signaling (gene-term) KPNA4","","","","","","R-HSA:913531 (gene-term) 3840"
"",,"","","29395","TAS","R-HSA:913531","3716","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) JAK1","","","false","gene-term","Interferon%20Signaling (gene-term) JAK1","","","","","","R-HSA:913531 (gene-term) 3716"
"",,"","","29392","TAS","R-HSA:913531","3669","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) ISG20","","","false","gene-term","Interferon%20Signaling (gene-term) ISG20","","","","","","R-HSA:913531 (gene-term) 3669"
"",,"","","29389","TAS","R-HSA:913531","3659","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) IRF1","","","false","gene-term","Interferon%20Signaling (gene-term) IRF1","","","","","","R-HSA:913531 (gene-term) 3659"
"",,"","","29386","TAS","R-HSA:913531","3134","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) HLA-F","","","false","gene-term","Interferon%20Signaling (gene-term) HLA-F","","","","","","R-HSA:913531 (gene-term) 3134"
"",,"","","29383","TAS","R-HSA:913531","3133","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) HLA-E","","","false","gene-term","Interferon%20Signaling (gene-term) HLA-E","","","","","","R-HSA:913531 (gene-term) 3133"
"",,"","","29380","TAS","R-HSA:913531","3123","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) HLA-DRB1","","","false","gene-term","Interferon%20Signaling (gene-term) HLA-DRB1","","","","","","R-HSA:913531 (gene-term) 3123"
"",,"","","29377","TAS","R-HSA:913531","3115","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) HLA-DPB1","","","false","gene-term","Interferon%20Signaling (gene-term) HLA-DPB1","","","","","","R-HSA:913531 (gene-term) 3115"
"",,"","","29374","TAS","R-HSA:913531","3113","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) HLA-DPA1","","","false","gene-term","Interferon%20Signaling (gene-term) HLA-DPA1","","","","","","R-HSA:913531 (gene-term) 3113"
"",,"","","29371","TAS","R-HSA:913531","3107","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) HLA-C","","","false","gene-term","Interferon%20Signaling (gene-term) HLA-C","","","","","","R-HSA:913531 (gene-term) 3107"
"",,"","","29368","TAS","R-HSA:913531","3106","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) HLA-B","","","false","gene-term","Interferon%20Signaling (gene-term) HLA-B","","","","","","R-HSA:913531 (gene-term) 3106"
"",,"","","29365","TAS","R-HSA:913531","3105","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) HLA-A","","","false","gene-term","Interferon%20Signaling (gene-term) HLA-A","","","","","","R-HSA:913531 (gene-term) 3105"
"",,"","","29362","TAS","R-HSA:913531","2209","gene-term","R-HSA:913531",,"Interferon%20Signaling (gene-term) FCGR1A","","","false","gene-term","Interferon%20Signaling (gene-term) FCGR1A","","","","","","R-HSA:913531 (gene-term) 2209"
"",,"","","28981","is_a:","","","term-term","term-term","2.0","Interleukin-12 signaling (term-term-ontology) Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation","","POSITIVELY_REGULATES","false","term-term","Interleukin-12 signaling (term-term-ontology) Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation","+","","","","","R-HSA:9020591 (term-term-ontology) R-HSA:8950505"
"",,"","","28978","kappa:0.95","","","term-term","term-term","0.9465700320242714","Interleukin-12 signaling (term-term) Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation","","","false","term-term","Interleukin-12 signaling (term-term) Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation","+","","","","","R-HSA:9020591 (term-term) R-HSA:8950505"
"",,"","","28975","is_a:","","","term-term","term-term","2.0","Interleukin-12 signaling (term-term-ontology) Interleukin-12 family signaling","POSITIVELY_REGULATES","","false","term-term","Interleukin-12 signaling (term-term-ontology) Interleukin-12 family signaling","+","","","","","R-HSA:9020591 (term-term-ontology) R-HSA:447115"
"",,"","","28972","kappa:0.95","","","term-term","term-term","0.9515808767374374","Interleukin-12 signaling (term-term) Interleukin-12 family signaling","","","false","term-term","Interleukin-12 signaling (term-term) Interleukin-12 family signaling","+","","","","","R-HSA:9020591 (term-term) R-HSA:447115"
"",,"","","28969","TAS","R-HSA:9020591","998","gene-term","R-HSA:9020591",,"Interleukin-12%20signaling (gene-term) CDC42","","","false","gene-term","Interleukin-12%20signaling (gene-term) CDC42","","","","","","R-HSA:9020591 (gene-term) 998"
"",,"","","28966","TAS","R-HSA:9020591","829","gene-term","R-HSA:9020591",,"Interleukin-12%20signaling (gene-term) CAPZA1","","","false","gene-term","Interleukin-12%20signaling (gene-term) CAPZA1","","","","","","R-HSA:9020591 (gene-term) 829"
"",,"","","28963","TAS","R-HSA:9020591","6175","gene-term","R-HSA:9020591",,"Interleukin-12%20signaling (gene-term) RPLP0","","","false","gene-term","Interleukin-12%20signaling (gene-term) RPLP0","","","","","","R-HSA:9020591 (gene-term) 6175"
"",,"","","28960","TAS","R-HSA:9020591","5898","gene-term","R-HSA:9020591",,"Interleukin-12%20signaling (gene-term) RALA","","","false","gene-term","Interleukin-12%20signaling (gene-term) RALA","","","","","","R-HSA:9020591 (gene-term) 5898"
"",,"","","28957","TAS","R-HSA:9020591","4001","gene-term","R-HSA:9020591",,"Interleukin-12%20signaling (gene-term) LMNB1","","","false","gene-term","Interleukin-12%20signaling (gene-term) LMNB1","","","","","","R-HSA:9020591 (gene-term) 4001"
"",,"","","28954","TAS","R-HSA:9020591","3936","gene-term","R-HSA:9020591",,"Interleukin-12%20signaling (gene-term) LCP1","","","false","gene-term","Interleukin-12%20signaling (gene-term) LCP1","","","","","","R-HSA:9020591 (gene-term) 3936"
"",,"","","28951","TAS","R-HSA:9020591","375","gene-term","R-HSA:9020591",,"Interleukin-12%20signaling (gene-term) ARF1","","","false","gene-term","Interleukin-12%20signaling (gene-term) ARF1","","","","","","R-HSA:9020591 (gene-term) 375"
"",,"","","28948","TAS","R-HSA:9020591","3716","gene-term","R-HSA:9020591",,"Interleukin-12%20signaling (gene-term) JAK1","","","false","gene-term","Interleukin-12%20signaling (gene-term) JAK1","","","","","","R-HSA:9020591 (gene-term) 3716"
"",,"","","28945","TAS","R-HSA:9020591","1265","gene-term","R-HSA:9020591",,"Interleukin-12%20signaling (gene-term) CNN2","","","false","gene-term","Interleukin-12%20signaling (gene-term) CNN2","","","","","","R-HSA:9020591 (gene-term) 1265"
"",,"","","28942","TAS","R-HSA:9020591","1072","gene-term","R-HSA:9020591",,"Interleukin-12%20signaling (gene-term) CFL1","","","false","gene-term","Interleukin-12%20signaling (gene-term) CFL1","","","","","","R-HSA:9020591 (gene-term) 1072"
"",,"","","28936","TAS","R-HSA:9020558","6850","gene-term","R-HSA:9020558",,"Interleukin-2%20signaling (gene-term) SYK","","","false","gene-term","Interleukin-2%20signaling (gene-term) SYK","","","","","","R-HSA:9020558 (gene-term) 6850"
"",,"","","28933","TAS","R-HSA:9020558","3716","gene-term","R-HSA:9020558",,"Interleukin-2%20signaling (gene-term) JAK1","","","false","gene-term","Interleukin-2%20signaling (gene-term) JAK1","","","","","","R-HSA:9020558 (gene-term) 3716"
"",,"","","28930","TAS","R-HSA:9020558","3560","gene-term","R-HSA:9020558",,"Interleukin-2%20signaling (gene-term) IL2RB","","","false","gene-term","Interleukin-2%20signaling (gene-term) IL2RB","","","","","","R-HSA:9020558 (gene-term) 3560"
"",,"","","28927","TAS","R-HSA:9020558","3559","gene-term","R-HSA:9020558",,"Interleukin-2%20signaling (gene-term) IL2RA","","","false","gene-term","Interleukin-2%20signaling (gene-term) IL2RA","","","","","","R-HSA:9020558 (gene-term) 3559"
"",,"","","26479","kappa:0.9","","","term-term","term-term","0.8984137157506819","Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation (term-term) Interleukin-12 family signaling","","","false","term-term","Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation (term-term) Interleukin-12 family signaling","+","","","","","R-HSA:8950505 (term-term) R-HSA:447115"
"",,"","","26476","TAS","R-HSA:8950505","998","gene-term","R-HSA:8950505",,"Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) CDC42","","","false","gene-term","Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) CDC42","","","","","","R-HSA:8950505 (gene-term) 998"
"",,"","","26473","TAS","R-HSA:8950505","829","gene-term","R-HSA:8950505",,"Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) CAPZA1","","","false","gene-term","Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) CAPZA1","","","","","","R-HSA:8950505 (gene-term) 829"
"",,"","","26470","TAS","R-HSA:8950505","6175","gene-term","R-HSA:8950505",,"Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) RPLP0","","","false","gene-term","Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) RPLP0","","","","","","R-HSA:8950505 (gene-term) 6175"
"",,"","","26467","TAS","R-HSA:8950505","5898","gene-term","R-HSA:8950505",,"Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) RALA","","","false","gene-term","Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) RALA","","","","","","R-HSA:8950505 (gene-term) 5898"
"",,"","","26464","TAS","R-HSA:8950505","4001","gene-term","R-HSA:8950505",,"Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) LMNB1","","","false","gene-term","Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) LMNB1","","","","","","R-HSA:8950505 (gene-term) 4001"
"",,"","","26461","TAS","R-HSA:8950505","3936","gene-term","R-HSA:8950505",,"Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) LCP1","","","false","gene-term","Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) LCP1","","","","","","R-HSA:8950505 (gene-term) 3936"
"",,"","","26458","TAS","R-HSA:8950505","375","gene-term","R-HSA:8950505",,"Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) ARF1","","","false","gene-term","Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) ARF1","","","","","","R-HSA:8950505 (gene-term) 375"
"",,"","","26455","TAS","R-HSA:8950505","1265","gene-term","R-HSA:8950505",,"Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) CNN2","","","false","gene-term","Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) CNN2","","","","","","R-HSA:8950505 (gene-term) 1265"
"",,"","","26452","TAS","R-HSA:8950505","1072","gene-term","R-HSA:8950505",,"Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) CFL1","","","false","gene-term","Gene%20and%20protein%20expression%20by%20JAK-STAT%20signaling%20after%20Interleukin-12%20stimulation (gene-term) CFL1","","","","","","R-HSA:8950505 (gene-term) 1072"
"",,"","","25333","kappa:0.44","","","term-term","term-term","0.43614372109569766","Interferon gamma signaling (term-term) Endosomal/Vacuolar pathway","","","false","term-term","Interferon gamma signaling (term-term) Endosomal/Vacuolar pathway","+","","","","","R-HSA:877300 (term-term) R-HSA:1236977"
"",,"","","25330","TAS","R-HSA:877300","960","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) CD44","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) CD44","","","","","","R-HSA:877300 (gene-term) 960"
"",,"","","25327","TAS","R-HSA:877300","818","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) CAMK2G","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) CAMK2G","","","","","","R-HSA:877300 (gene-term) 818"
"",,"","","25324","TAS","R-HSA:877300","817","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) CAMK2D","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) CAMK2D","","","","","","R-HSA:877300 (gene-term) 817"
"",,"","","25321","TAS","R-HSA:877300","816","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) CAMK2B","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) CAMK2B","","","","","","R-HSA:877300 (gene-term) 816"
"",,"","","25318","TAS","R-HSA:877300","815","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) CAMK2A","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) CAMK2A","","","","","","R-HSA:877300 (gene-term) 815"
"",,"","","25315","TAS","R-HSA:877300","7706","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) TRIM25","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) TRIM25","","","","","","R-HSA:877300 (gene-term) 7706"
"",,"","","25312","TAS","R-HSA:877300","5724","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) PTAFR","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) PTAFR","","","","","","R-HSA:877300 (gene-term) 5724"
"",,"","","25309","TAS","R-HSA:877300","567","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) B2M","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) B2M","","","","","","R-HSA:877300 (gene-term) 567"
"",,"","","25306","TAS","R-HSA:877300","5580","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) PRKCD","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) PRKCD","","","","","","R-HSA:877300 (gene-term) 5580"
"",,"","","25303","TAS","R-HSA:877300","5371","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) PML","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) PML","","","","","","R-HSA:877300 (gene-term) 5371"
"",,"","","25300","TAS","R-HSA:877300","3716","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) JAK1","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) JAK1","","","","","","R-HSA:877300 (gene-term) 3716"
"",,"","","25297","TAS","R-HSA:877300","3659","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) IRF1","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) IRF1","","","","","","R-HSA:877300 (gene-term) 3659"
"",,"","","25294","TAS","R-HSA:877300","3134","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) HLA-F","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) HLA-F","","","","","","R-HSA:877300 (gene-term) 3134"
"",,"","","25291","TAS","R-HSA:877300","3133","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) HLA-E","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) HLA-E","","","","","","R-HSA:877300 (gene-term) 3133"
"",,"","","25288","TAS","R-HSA:877300","3123","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) HLA-DRB1","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) HLA-DRB1","","","","","","R-HSA:877300 (gene-term) 3123"
"",,"","","25285","TAS","R-HSA:877300","3115","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) HLA-DPB1","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) HLA-DPB1","","","","","","R-HSA:877300 (gene-term) 3115"
"",,"","","25282","TAS","R-HSA:877300","3113","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) HLA-DPA1","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) HLA-DPA1","","","","","","R-HSA:877300 (gene-term) 3113"
"",,"","","25279","TAS","R-HSA:877300","3107","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) HLA-C","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) HLA-C","","","","","","R-HSA:877300 (gene-term) 3107"
"",,"","","25276","TAS","R-HSA:877300","3106","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) HLA-B","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) HLA-B","","","","","","R-HSA:877300 (gene-term) 3106"
"",,"","","25273","TAS","R-HSA:877300","3105","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) HLA-A","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) HLA-A","","","","","","R-HSA:877300 (gene-term) 3105"
"",,"","","25270","TAS","R-HSA:877300","2209","gene-term","R-HSA:877300",,"Interferon%20gamma%20signaling (gene-term) FCGR1A","","","false","gene-term","Interferon%20gamma%20signaling (gene-term) FCGR1A","","","","","","R-HSA:877300 (gene-term) 2209"
"",,"","","20653","TAS","R-HSA:6799990","6280","gene-term","R-HSA:6799990",,"Metal%20sequestration%20by%20antimicrobial%20proteins (gene-term) S100A9","","","false","gene-term","Metal%20sequestration%20by%20antimicrobial%20proteins (gene-term) S100A9","","","","","","R-HSA:6799990 (gene-term) 6280"
"",,"","","20650","TAS","R-HSA:6799990","6279","gene-term","R-HSA:6799990",,"Metal%20sequestration%20by%20antimicrobial%20proteins (gene-term) S100A8","","","false","gene-term","Metal%20sequestration%20by%20antimicrobial%20proteins (gene-term) S100A8","","","","","","R-HSA:6799990 (gene-term) 6279"
"",,"","","20647","TAS","R-HSA:6799990","4057","gene-term","R-HSA:6799990",,"Metal%20sequestration%20by%20antimicrobial%20proteins (gene-term) LTF","","","false","gene-term","Metal%20sequestration%20by%20antimicrobial%20proteins (gene-term) LTF","","","","","","R-HSA:6799990 (gene-term) 4057"
"",,"","","20644","TAS","R-HSA:6799990","3934","gene-term","R-HSA:6799990",,"Metal%20sequestration%20by%20antimicrobial%20proteins (gene-term) LCN2","","","false","gene-term","Metal%20sequestration%20by%20antimicrobial%20proteins (gene-term) LCN2","","","","","","R-HSA:6799990 (gene-term) 3934"
"",,"","","20638","is_a:","","","term-term","term-term","2.0","Neutrophil degranulation (term-term-ontology) Innate Immune System","POSITIVELY_REGULATES","","false","term-term","Neutrophil degranulation (term-term-ontology) Innate Immune System","+","","","","","R-HSA:6798695 (term-term-ontology) R-HSA:168249"
"",,"","","20635","kappa:0.58","","","term-term","term-term","0.5815704041953554","Neutrophil degranulation (term-term) Innate Immune System","","","false","term-term","Neutrophil degranulation (term-term) Innate Immune System","+","","","","","R-HSA:6798695 (term-term) R-HSA:168249"
"",,"","","20632","TAS","R-HSA:6798695","978","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) CDA","","","false","gene-term","Neutrophil%20degranulation (gene-term) CDA","","","","","","R-HSA:6798695 (gene-term) 978"
"",,"","","20629","TAS","R-HSA:6798695","976","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) ADGRE5","","","false","gene-term","Neutrophil%20degranulation (gene-term) ADGRE5","","","","","","R-HSA:6798695 (gene-term) 976"
"",,"","","20626","TAS","R-HSA:6798695","966","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) CD59","","","false","gene-term","Neutrophil%20degranulation (gene-term) CD59","","","","","","R-HSA:6798695 (gene-term) 966"
